,school,district,county,enroll_12,num_takers_12,enroll_11,num_takers_11,benchmark_12,percent_12,benchmark_11,percent_11
1831,Greenville Junior/Senior High,Plumas Unified,Plumas,9,7,17,10,7.0,7.0,7.0,7.0
1832,Woodside High,Sequoia Union High,San Mateo,441,151,459,195,88.0,58.28,147.0,75.38
1833,El Camino High,South San Francisco Unified,San Mateo,315,150,299,69,100.0,66.67,51.0,73.91
1834,Thousand Oaks High,Conejo Valley Unified,Ventura,528,169,448,187,127.0,75.15,154.0,82.35
1835,Redwood Academy of Ukiah,Ukiah Unified,Mendocino,23,8,20,18,7.0,7.0,9.0,50.0
1836,Sunny Hills High,Fullerton Joint Union High,Orange,563,247,538,294,183.0,74.09,245.0,83.33
1837,Los Amigos High,Garden Grove Unified,Orange,416,179,415,214,54.0,30.17,83.0,38.79
1838,Rancho Alamitos High,Garden Grove Unified,Orange,424,173,437,227,77.0,44.51,115.0,50.66
1839,Cuyama Valley High,Cuyama Joint Unified,Santa Barbara,8,7,12,11,7.0,7.0,7.0,7.0
1840,New Day Academy,Whitmore Union Elementary,Shasta,25,1,30,5,7.0,7.0,7.0,7.0
1841,Delta High,River Delta Joint Unified,Sacramento,50,20,60,41,3.0,15.0,15.0,36.59
1842,George Washington Carver School of Arts and Science,Sacramento City Unified,Sacramento,50,8,62,52,7.0,7.0,20.0,38.46
1843,Mojave River Academy - Marble City,Oro Grande,San Bernardino,24,0,24,0,0.0,0.0,0.0,0.0
1844,Kearny College Connections,San Diego Unified,San Diego,100,38,90,56,12.0,31.58,20.0,35.71
1845,Fall River Junior-Senior High,Fall River Joint Unified,Shasta,35,6,43,12,7.0,7.0,7.0,7.0
1846,Berkeley Technology Academy,Berkeley Unified,Alameda,32,2,14,2,7.0,7.0,7.0,7.0
1847,Acalanes High,Acalanes Union High,Contra Costa,353,122,315,186,109.0,89.34,179.0,96.24
1848,Dozier-Libbey Medical High,Antioch Unified,Contra Costa,143,56,152,50,25.0,44.64,32.0,64.0
1849,Selma Independent,Selma Unified,Fresno,39,0,49,0,0.0,0.0,0.0,0.0
1850,Compass Charter Schools of Los Angeles,Acton-Agua Dulce Unified,Los Angeles,45,1,42,7,7.0,7.0,7.0,7.0
1851,NOVA Academy - Coachella,Coachella Valley Unified,Riverside,38,20,57,7,6.0,30.0,7.0,7.0
1852,Etiwanda High,Chaffey Joint Union High,San Bernardino,851,399,876,376,205.0,51.38,230.0,61.17
1853,Millennium High Alternative,Piedmont City Unified,Alameda,21,14,22,2,7.0,7.0,7.0,7.0
1854,Valley Oaks Charter,Kern County Office of Education,Kern,89,12,81,2,7.0,7.0,7.0,7.0
1855,Temple City High,Temple City Unified,Los Angeles,492,235,490,264,186.0,79.15,232.0,87.88
1856,Edison High,Huntington Beach Union High,Orange,669,179,551,210,134.0,74.86,194.0,92.38
1857,Shadow Hills High,Desert Sands Unified,Riverside,528,185,511,454,42.0,22.7,89.0,19.6
1858,Shafter High,Kern High,Kern,372,85,428,44,26.0,30.59,20.0,45.45
1859,El Monte High,El Monte Union High,Los Angeles,397,122,460,228,42.0,34.43,95.0,41.67
1860,Frontier High (Continuation),Whittier Union High,Los Angeles,333,0,139,1,0.0,0.0,7.0,7.0
1861,Pioneer High,Whittier Union High,Los Angeles,315,121,282,96,46.0,38.02,52.0,54.17
1862,Carmel High,Carmel Unified,Monterey,207,59,225,91,46.0,77.97,88.0,96.7
1863,March Mountain High,Moreno Valley Unified,Riverside,216,78,110,1,0.0,0.0,7.0,7.0
1864,Laton High,Laton Joint Unified,Fresno,47,9,43,8,7.0,7.0,7.0,7.0
1865,North Monterey County Center for Independent Study,North Monterey County Unified,Monterey,50,1,30,0,7.0,7.0,0.0,0.0
1866,Soledad High,Soledad Unified,Monterey,374,141,366,81,24.0,17.02,19.0,23.46
1867,San Benito High,San Benito High,San Benito,744,205,719,171,97.0,47.32,103.0,60.23
1868,Academy for Academic Excellence,Apple Valley Unified,San Bernardino,97,53,89,41,29.0,54.72,22.0,53.66
1869,San Diego Workforce Innovation High,Borrego Springs Unified,San Diego,273,16,726,1,2.0,12.5,7.0,7.0
1870,Bonita Vista Senior High,Sweetwater Union High,San Diego,659,256,520,168,180.0,70.31,126.0,75.0
1871,Eastlake High,Sweetwater Union High,San Diego,802,428,702,313,294.0,68.69,251.0,80.19
1872,California High,San Ramon Valley Unified,Contra Costa,648,261,671,411,216.0,82.76,374.0,91.0
1873,Sierra Vista High,Baldwin Park Unified,Los Angeles,429,148,466,100,51.0,34.46,62.0,62.0
1874,Learning Works,Pasadena Unified,Los Angeles,141,1,31,0,7.0,7.0,0.0,0.0
1875,John Muir High,Pasadena Unified,Los Angeles,236,117,192,35,20.0,17.09,9.0,25.71
1876,Mariposa County High,Mariposa County Unified,Mariposa,134,36,119,39,26.0,72.22,34.0,87.18
1877,Excelsior Charter School Corona-Norco,Riverside County Office of Education,Riverside,15,0,15,1,0.0,0.0,7.0,7.0
1878,Milor Continuation High,Rialto Unified,San Bernardino,202,0,40,2,0.0,0.0,7.0,7.0
1879,Mountain Valley Academy,Ramona City Unified,San Diego,23,7,35,19,7.0,7.0,18.0,94.74
1880,San Diego Science and Technology,San Diego Unified,San Diego,157,58,212,55,18.0,31.03,22.0,40.0
1881,San Diego Metro Career and Tech,San Diego Unified,San Diego,38,7,38,7,7.0,7.0,7.0,7.0
1882,Lone Pine High,Lone Pine Unified,Inyo,16,5,20,3,7.0,7.0,7.0,7.0
1883,Arrow High (Continuation),Charter Oak Unified,Los Angeles,23,2,17,0,7.0,7.0,0.0,0.0
1884,Alliance Tennenbaum Family Technology High,Los Angeles Unified,Los Angeles,89,18,82,42,5.0,27.78,6.0,14.29
1885,Three Rivers Charter,Fort Bragg Unified,Mendocino,3,1,1,0,7.0,7.0,0.0,0.0
1886,Round Valley High,Round Valley Unified,Mendocino,21,4,29,3,7.0,7.0,7.0,7.0
1887,Ukiah Independent Study Academy,Ukiah Unified,Mendocino,34,2,25,2,7.0,7.0,7.0,7.0
1888,Accelerated Achievement Academy,Ukiah Unified,Mendocino,13,0,22,0,0.0,0.0,0.0,0.0
1889,Buena Park High,Fullerton Joint Union High,Orange,479,195,425,143,69.0,35.38,71.0,49.65
1890,La Habra High,Fullerton Joint Union High,Orange,539,172,552,187,87.0,50.58,136.0,72.73
1891,La Vista High (Continuation),Fullerton Joint Union High,Orange,224,0,167,1,0.0,0.0,7.0,7.0
1892,California STEAM Santa Barbara,Cuyama Joint Unified,Santa Barbara,18,0,18,0,0.0,0.0,0.0,0.0
1893,La Cuesta Continuation High,Santa Barbara Unified,Santa Barbara,65,1,25,2,7.0,7.0,7.0,7.0
1894,Clovis Online Charter,Clovis Unified,Fresno,114,9,130,11,7.0,7.0,7.0,7.0
1895,Duarte High,Duarte Unified,Los Angeles,199,73,192,73,15.0,20.55,33.0,45.21
1896,Valley Academy of Arts and Sciences,Los Angeles Unified,Los Angeles,262,107,270,237,25.0,23.36,41.0,17.3
1897,El Sereno Alternative Education,San Juan Unified,Sacramento,121,0,49,3,0.0,0.0,7.0,7.0
1898,Casa Roble Fundamental High,San Juan Unified,Sacramento,255,56,295,87,28.0,50.0,65.0,74.71
1899,Preuss School UCSD,San Diego Unified,San Diego,103,82,113,106,50.0,60.98,68.0,64.15
1900,Clairemont High,San Diego Unified,San Diego,207,60,215,79,20.0,33.33,46.0,58.23
1901,Mission Bay High,San Diego Unified,San Diego,226,100,278,113,40.0,40.0,77.0,68.14
1902,Roosevelt High,Fresno Unified,Fresno,447,67,499,250,4.0,5.97,21.0,8.4
1903,King City High,South Monterey County Joint Union High,Monterey,221,70,268,84,18.0,25.71,23.0,27.38
1904,Nova Academy Early College High,Santa Ana Unified,Orange,98,45,109,55,6.0,13.33,19.0,34.55
1905,Lorin Griset Academy,Santa Ana Unified,Orange,273,161,93,0,0.0,0.0,0.0,0.0
1906,Grant Union High,Twin Rivers Unified,Sacramento,394,328,447,77,42.0,12.8,22.0,28.57
1907,San Dieguito HS Academy,San Dieguito Union High,San Diego,478,190,427,235,140.0,73.68,207.0,88.09
1908,Grizzly ChalleNGe Charter,San Luis Obispo County Office of Education,San Luis Obispo,141,0,80,0,0.0,0.0,0.0,0.0
1909,Atascadero High,Atascadero Unified,San Luis Obispo,278,44,321,81,29.0,65.91,57.0,70.37
1910,Vista Alternative,Fremont Unified,Alameda,20,1,9,1,7.0,7.0,7.0,7.0
1911,Summit High (Continuation),Mt. Diablo Unified,Contra Costa,74,1,43,0,7.0,7.0,0.0,0.0
1912,Big Valley Jr. Sr. High,Big Valley Joint Unified,Lassen,20,10,11,9,7.0,7.0,7.0,7.0
1913,Samueli Academy,Orange County Department of Education,Orange,119,66,122,59,28.0,42.42,38.0,64.41
1914,Keith McCarthy Academy,Lake Elsinore Unified,Riverside,48,3,82,2,7.0,7.0,7.0,7.0
1915,Learning Choice Academy - Chula Vista,Chula Vista Elementary,San Diego,43,0,38,0,0.0,0.0,0.0,0.0
1916,Carlsbad Village Academy,Carlsbad Unified,San Diego,57,0,23,1,0.0,0.0,7.0,7.0
1917,Carlsbad Seaside Academy,Carlsbad Unified,San Diego,15,3,18,1,7.0,7.0,7.0,7.0
1918,Willow Glen High,San Jose Unified,Santa Clara,407,112,411,360,70.0,62.5,184.0,51.11
1919,Lemoore Online College Preparatory High,Lemoore Union High,Kings,2,0,11,1,0.0,0.0,7.0,7.0
1920,Konocti Education Center,Konocti Unified,Lake,22,10,29,13,7.0,7.0,7.0,7.0
1921,Animo Leadership High,Lennox,Los Angeles,153,89,154,145,15.0,16.85,31.0,21.38
1922,"Ernest S. McBride, Sr. High",Long Beach Unified,Los Angeles,165,146,175,170,86.0,58.9,88.0,51.76
1923,George Washington Preparatory High,Los Angeles Unified,Los Angeles,197,60,243,194,2.0,3.33,12.0,6.19
1924,Francisco Bravo Medical Magnet High,Los Angeles Unified,Los Angeles,403,274,429,439,115.0,41.97,219.0,49.89
1925,San Gabriel High,Alhambra Unified,Los Angeles,527,273,496,264,165.0,60.44,197.0,74.62
1926,Coronado High,Coronado Unified,San Diego,291,151,292,167,113.0,74.83,153.0,91.62
1927,Optimist Charter,Los Angeles County Office of Education,Los Angeles,22,0,22,0,0.0,0.0,0.0,0.0
1928,Palmdale Aerospace Academy,Palmdale Elementary,Los Angeles,167,104,200,37,32.0,30.77,22.0,59.46
1929,Minarets Charter High,Chawanakee Unified,Madera,71,20,85,25,4.0,20.0,13.0,52.0
1930,Granite Bay High,Roseville Joint Union High,Placer,513,247,494,292,206.0,83.4,268.0,91.78
1931,Oakmont High,Roseville Joint Union High,Placer,482,157,471,186,120.0,76.43,150.0,80.65
1932,Tahoe Truckee High,Tahoe-Truckee Unified,Placer,173,66,176,89,37.0,56.06,73.0,82.02
1933,Florin High,Elk Grove Unified,Sacramento,322,124,342,114,29.0,23.39,48.0,42.11
1934,SLVUSD Charter,San Lorenzo Valley Unified,Santa Cruz,16,2,19,1,7.0,7.0,7.0,7.0
1935,Delano High,Delano Joint Union High,Kern,339,79,349,155,22.0,27.85,48.0,30.97
1936,STEM Academy at Bernstein High,Los Angeles Unified,Los Angeles,124,69,131,119,13.0,18.84,32.0,26.89
1937,Academy for Multilingual Arts and Science at Mervyn M. Dymally High,Los Angeles Unified,Los Angeles,141,31,200,147,2.0,6.45,2.0,1.36
1938,Del Mar High,Campbell Union High,Santa Clara,290,87,298,97,30.0,34.48,61.0,62.89
1939,Northern United - Humboldt Charter,Humboldt County Office of Education,Humboldt,33,6,23,4,7.0,7.0,7.0,7.0
1940,Magnolia High,Anaheim Union High,Orange,419,124,367,56,43.0,34.68,23.0,41.07
1941,Maidu Virtual Charter Academy,Placer Union High,Placer,33,3,28,0,7.0,7.0,0.0,0.0
1942,Lincoln High,Western Placer Unified,Placer,414,127,491,133,66.0,51.97,96.0,72.18
1943,Western Sierra Collegiate Academy,Rocklin Unified,Placer,119,45,138,93,30.0,66.67,84.0,90.32
1944,Julian Charter,Julian Union Elementary,San Diego,119,18,12,12,7.0,38.89,7.0,7.0
1945,Carlmont High,Sequoia Union High,San Mateo,522,234,535,342,191.0,81.62,323.0,94.44
1946,Calaveras Hills,Milpitas Unified,Santa Clara,67,0,38,1,0.0,0.0,7.0,7.0
1947,Santa Cruz County Special Education,Santa Cruz County Office of Education,Santa Cruz,46,11,1,5,7.0,7.0,7.0,7.0
1948,Gompers Preparatory Academy,San Diego Unified,San Diego,125,65,153,144,10.0,15.38,17.0,11.81
1949,iHigh Virtual Academy,San Diego Unified,San Diego,19,7,18,6,7.0,7.0,7.0,7.0
1950,University Preparatory Academy Charter,Santa Clara County Office of Education,Santa Clara,99,51,111,84,37.0,72.55,75.0,89.29
1951,Dunsmuir High,Dunsmuir Joint Union High,Siskiyou,15,3,13,6,7.0,7.0,7.0,7.0
1952,Weed High,Siskiyou Union High,Siskiyou,44,10,39,12,7.0,7.0,7.0,7.0
1953,Eleanor Roosevelt Community Learning Center,Tulare County Office of Education,Tulare,5,2,17,2,7.0,7.0,7.0,7.0
1954,B. Roberto Cruz Leadership Academy,East Side Union High,Santa Clara,59,20,80,37,1.0,5.0,3.0,8.11
1955,John Finney High (Continuation),Vallejo City Unified,Solano,97,3,29,0,7.0,7.0,0.0,0.0
1956,William Tell Aggeler Opportunity High,Los Angeles Unified,Los Angeles,13,0,18,0,0.0,0.0,0.0,0.0
1957,Harris Newmark Continuation,Los Angeles Unified,Los Angeles,34,0,44,26,0.0,0.0,0.0,0.0
1958,Pueblo de Los Angeles Continuation,Los Angeles Unified,Los Angeles,44,1,4,17,7.0,7.0,0.0,0.0
1959,Gorman Learning Center San Bernardino/Santa Clarita,Lucerne Valley Unified,San Bernardino,122,5,132,7,7.0,7.0,7.0,7.0
1960,Deep Creek Academy,Farmersville Unified,Tulare,46,2,21,0,7.0,7.0,0.0,0.0
1961,Ronald Reagan Academy,Dinuba Unified,Tulare,80,0,43,1,0.0,0.0,7.0,7.0
1962,Shandon High,Shandon Joint Unified,San Luis Obispo,18,0,22,4,0.0,0.0,7.0,7.0
1963,Independence High,Paso Robles Joint Unified,San Luis Obispo,48,0,34,0,0.0,0.0,0.0,0.0
1964,Sonora High,Sonora Union High,Tuolumne,218,40,210,28,31.0,77.5,20.0,71.43
1965,Gold Rush Charter,Summerville Union High,Tuolumne,56,1,57,0,7.0,7.0,0.0,0.0
1966,Mar Vista Senior High,Sweetwater Union High,San Diego,417,106,376,82,34.0,32.08,47.0,57.32
1967,Vista High,Vista Unified,San Diego,545,159,580,121,55.0,34.59,50.0,41.32
1968,Coast Union High,Coast Unified,San Luis Obispo,39,12,46,13,7.0,7.0,7.0,7.0
1969,Golden Valley Charter,Mesa Union Elementary,Ventura,18,0,28,3,0.0,0.0,7.0,7.0
1970,Oak View High,Oak Park Unified,Ventura,19,2,12,1,7.0,7.0,7.0,7.0
1971,Olive Grove Charter - Buellton,SBE - Olive Grove Charter - Buellton,Santa Barbara,23,0,16,0,0.0,0.0,0.0,0.0
1972,Stellar Charter,Redding Elementary,Shasta,19,6,23,1,7.0,7.0,7.0,7.0
1973,Enterprise High,Shasta Union High,Shasta,302,54,263,42,33.0,61.11,31.0,73.81
1974,Bay Area Technology,Oakland Unified,Alameda,35,19,32,8,4.0,21.05,7.0,7.0
1975,Alliance Morgan McKinzie High,Los Angeles Unified,Los Angeles,73,16,77,0,1.0,6.25,0.0,0.0
1976,Willits High,Willits Unified,Mendocino,76,18,107,32,6.0,33.33,12.0,37.5
1977,Potter Valley High,Potter Valley Community Unified,Mendocino,15,6,21,1,7.0,7.0,7.0,7.0
1978,Laytonville High,Laytonville Unified,Mendocino,27,7,27,8,7.0,7.0,7.0,7.0
1979,Eleanor Roosevelt High,Corona-Norco Unified,Riverside,1083,543,1048,404,293.0,53.96,298.0,73.76
1980,Hughson High,Hughson Unified,Stanislaus,150,40,176,72,23.0,57.5,39.0,54.17
